target_gene	probe_count	annotated_ensembl_isoform_count	matched_probe_count	unmatched_probe_count	hit_isoform_count	hit_isoforms	common_to_all_probes_count	common_to_all_probes	distinct_probe_isoform_sets	classification
HLA-E	5	49	5	0	48	ENST00000376630.5,ENST00000383597.6,ENST00000415289.4,ENST00000415649.4,ENST00000425603.4,ENST00000427936.4,ENST00000444683.4,ENST00000462399.1,ENST00000462865.1,ENST00000463494.1,ENST00000467974.1,ENST00000468139.1,ENST00000480259.1,ENST00000484194.1,ENST00000484637.1,ENST00000486452.1,ENST00000489115.1,ENST00000491393.1,ENST00000493284.1,ENST00000493699.1,ENST00000495114.1,ENST00000896637.1,ENST00000896638.2,ENST00000896639.2,ENST00000896640.2,ENST00000896641.2,ENST00000896642.1,ENST00000896643.2,ENST00000959570.2,ENST00001003833.1,ENST00001003834.1,ENST00001003835.1,ENST00001003838.1,ENST00001003840.1,ENST00001003841.1,ENST00001003844.1,ENST00001003846.1,ENST00001003847.1,ENST00001003850.1,ENST00001015645.1,ENST00001015649.1,ENST00001015650.1,ENST00001015651.1,ENST00001082118.1,ENST00001101890.1,ENST00001101892.1,ENST00001122019.1,ENST00001133257.1	18	ENST00000376630.5,ENST00000383597.6,ENST00000415289.4,ENST00000415649.4,ENST00000425603.4,ENST00000427936.4,ENST00000444683.4,ENST00000896638.2,ENST00000896639.2,ENST00000896640.2,ENST00000896641.2,ENST00000896643.2,ENST00001003834.1,ENST00001003835.1,ENST00001003840.1,ENST00001003847.1,ENST00001082118.1,ENST00001133257.1	3	multiple_isoforms_differential_probe_coverage
HMGB2	5	25	5	0	25	ENST00000296503.10,ENST00000438704.7,ENST00000446922.7,ENST00000506267.1,ENST00000511316.1,ENST00000907095.2,ENST00000907096.2,ENST00000920462.2,ENST00000920463.2,ENST00000920464.2,ENST00000920465.2,ENST00000920466.2,ENST00000920467.2,ENST00000920468.2,ENST00000920469.2,ENST00000920470.2,ENST00000920471.2,ENST00000920472.2,ENST00000995053.1,ENST00000995055.1,ENST00001083840.1,ENST00001083842.1,ENST00001083846.1,ENST00001093798.1,ENST00001140234.1	15	ENST00000296503.10,ENST00000438704.7,ENST00000446922.7,ENST00000511316.1,ENST00000907095.2,ENST00000907096.2,ENST00000920462.2,ENST00000920463.2,ENST00000920466.2,ENST00000920467.2,ENST00000920472.2,ENST00001083840.1,ENST00001083842.1,ENST00001093798.1,ENST00001140234.1	4	multiple_isoforms_differential_probe_coverage
HMGN2	5	47	5	0	37	ENST00000361427.6,ENST00000718304.2,ENST00000875382.1,ENST00000875383.2,ENST00000875384.2,ENST00000875385.2,ENST00000875386.2,ENST00000875387.2,ENST00000875388.2,ENST00000875389.2,ENST00000875390.2,ENST00000928458.2,ENST00000928459.2,ENST00000928460.2,ENST00000928461.2,ENST00000928462.2,ENST00000928463.2,ENST00000928464.2,ENST00000928465.2,ENST00000957195.2,ENST00001047864.1,ENST00001087073.1,ENST00001087079.1,ENST00001087080.1,ENST00001097845.1,ENST00001097846.1,ENST00001097847.1,ENST00001097848.1,ENST00001097849.1,ENST00001097850.1,ENST00001097851.1,ENST00001097852.1,ENST00001097853.1,ENST00001097854.1,ENST00001097855.1,ENST00001097856.1,ENST00001144084.1	5	ENST00000361427.6,ENST00000718304.2,ENST00000928458.2,ENST00001087073.1,ENST00001144084.1	2	multiple_isoforms_differential_probe_coverage
HPGDS	5	7	5	0	7	ENST00000295256.10,ENST00000506331.1,ENST00000514774.1,ENST00000944232.2,ENST00001112753.1,ENST00001130323.1,ENST00001141018.1	3	ENST00000295256.10,ENST00000944232.2,ENST00001141018.1	3	multiple_isoforms_differential_probe_coverage
HSD17B2	5	19	5	0	16	ENST00000199936.9,ENST00000563491.5,ENST00000566213.1,ENST00000566838.2,ENST00000568090.5,ENST00000569351.2,ENST00000891334.2,ENST00000891335.2,ENST00000891336.2,ENST00000891337.2,ENST00000891338.2,ENST00000997645.1,ENST00000997646.1,ENST00000997647.1,ENST00001117126.1,ENST00001138855.1	9	ENST00000199936.9,ENST00000891334.2,ENST00000891335.2,ENST00000891338.2,ENST00000997645.1,ENST00000997646.1,ENST00000997647.1,ENST00001117126.1,ENST00001138855.1	5	multiple_isoforms_differential_probe_coverage
HSD3B2	5	20	5	0	19	ENST00000369416.4,ENST00000433745.5,ENST00000443865.2,ENST00000471656.5,ENST00000543831.5,ENST00000902254.1,ENST00000948746.1,ENST00000948747.1,ENST00000948748.1,ENST00000948749.2,ENST00001019791.1,ENST00001019793.1,ENST00001124639.1,ENST00001124640.1,ENST00001124641.1,ENST00001124642.1,ENST00001124643.1,ENST00001124644.1,ENST00001143975.1	10	ENST00000369416.4,ENST00000543831.5,ENST00000902254.1,ENST00000948746.1,ENST00000948747.1,ENST00000948748.1,ENST00000948749.2,ENST00001019791.1,ENST00001019793.1,ENST00001143975.1	2	multiple_isoforms_differential_probe_coverage
HSP90AA1	5	32	5	0	26	ENST00000216281.13,ENST00000334701.12,ENST00000553585.5,ENST00000554401.1,ENST00000556554.1,ENST00000557234.1,ENST00000877282.1,ENST00000877283.1,ENST00000877284.1,ENST00000877285.1,ENST00000877286.1,ENST00000922308.1,ENST00000922309.1,ENST00000922310.1,ENST00000922311.1,ENST00000922312.1,ENST00001067517.1,ENST00001067531.1,ENST00001104413.1,ENST00001104415.1,ENST00001126307.1,ENST00001126308.1,ENST00001126309.1,ENST00001126310.1,ENST00001126311.1,ENST00001126312.1	12	ENST00000216281.13,ENST00000334701.12,ENST00000877282.1,ENST00000877283.1,ENST00000877284.1,ENST00000877286.1,ENST00000922308.1,ENST00000922309.1,ENST00000922311.1,ENST00000922312.1,ENST00001067517.1,ENST00001067531.1	5	multiple_isoforms_differential_probe_coverage
HSP90AB1	5	70	5	0	70	ENST00000353801.8,ENST00000371554.3,ENST00000371646.10,ENST00000620073.4,ENST00000874960.1,ENST00000874961.1,ENST00000874962.2,ENST00000874963.2,ENST00000874964.1,ENST00000874965.2,ENST00000874966.2,ENST00000874967.2,ENST00000874968.1,ENST00000924559.1,ENST00000924560.1,ENST00000924561.2,ENST00000924562.2,ENST00000924563.2,ENST00000924564.2,ENST00000924565.2,ENST00000924566.2,ENST00000924567.2,ENST00000924568.2,ENST00000924569.2,ENST00000924570.2,ENST00000924571.2,ENST00000924572.2,ENST00000924573.2,ENST00000924574.2,ENST00000924575.2,ENST00000924576.2,ENST00000924577.2,ENST00000924578.1,ENST00000924579.1,ENST00000945727.1,ENST00000945728.2,ENST00000945729.1,ENST00000945730.2,ENST00000945731.2,ENST00000945732.2,ENST00000945733.2,ENST00000945734.2,ENST00000945735.2,ENST00000988765.1,ENST00000988766.1,ENST00000988767.1,ENST00001020617.1,ENST00001020619.1,ENST00001020622.1,ENST00001020623.1,ENST00001020625.1,ENST00001020628.1,ENST00001020648.1,ENST00001020654.1,ENST00001020655.1,ENST00001020667.1,ENST00001077871.1,ENST00001077872.1,ENST00001077878.1,ENST00001077882.1,ENST00001098250.1,ENST00001098251.1,ENST00001098252.1,ENST00001098253.1,ENST00001098254.1,ENST00001098255.1,ENST00001098256.1,ENST00001128371.1,ENST00001128372.1,ENST00001133501.1	53	ENST00000353801.8,ENST00000371554.3,ENST00000371646.10,ENST00000620073.4,ENST00000874960.1,ENST00000874961.1,ENST00000874962.2,ENST00000874963.2,ENST00000874964.1,ENST00000874966.2,ENST00000874967.2,ENST00000874968.1,ENST00000924559.1,ENST00000924560.1,ENST00000924561.2,ENST00000924562.2,ENST00000924563.2,ENST00000924564.2,ENST00000924565.2,ENST00000924566.2,ENST00000924568.2,ENST00000924571.2,ENST00000924572.2,ENST00000924574.2,ENST00000924578.1,ENST00000924579.1,ENST00000945727.1,ENST00000945729.1,ENST00000945730.2,ENST00000945731.2,ENST00000945732.2,ENST00000945733.2,ENST00000945734.2,ENST00000945735.2,ENST00000988765.1,ENST00000988766.1,ENST00000988767.1,ENST00001020617.1,ENST00001020619.1,ENST00001020622.1,ENST00001020623.1,ENST00001020625.1,ENST00001020628.1,ENST00001020648.1,ENST00001020654.1,ENST00001020655.1,ENST00001020667.1,ENST00001077871.1,ENST00001077872.1,ENST00001077878.1,ENST00001098251.1,ENST00001098256.1,ENST00001133501.1	5	multiple_isoforms_differential_probe_coverage
HSP90B1	5	63	5	0	60	ENST00000299767.10,ENST00000540297.7,ENST00000548462.5,ENST00000549334.5,ENST00000550595.3,ENST00000551983.1,ENST00000552051.2,ENST00000614327.3,ENST00000640977.2,ENST00000679377.1,ENST00000679538.1,ENST00000679779.1,ENST00000679861.1,ENST00000680242.1,ENST00000680281.1,ENST00000680316.1,ENST00000680370.1,ENST00000680391.1,ENST00000680478.1,ENST00000680653.1,ENST00000680663.1,ENST00000680762.2,ENST00000680899.1,ENST00000680989.1,ENST00000681172.1,ENST00000681174.1,ENST00000681245.1,ENST00000681698.1,ENST00000681704.1,ENST00000681861.1,ENST00000681910.1,ENST00000681941.1,ENST00000681949.2,ENST00000863860.2,ENST00000863861.2,ENST00000863862.2,ENST00000863863.2,ENST00000863864.2,ENST00000925363.2,ENST00000925364.2,ENST00000925365.2,ENST00000925366.2,ENST00000949724.2,ENST00000987211.1,ENST00001010397.1,ENST00001010398.1,ENST00001010402.1,ENST00001010406.1,ENST00001010410.1,ENST00001010416.1,ENST00001074948.1,ENST00001074949.1,ENST00001074950.1,ENST00001074954.1,ENST00001074955.1,ENST00001074957.1,ENST00001074958.1,ENST00001074960.1,ENST00001097630.1,ENST00001142529.1	43	ENST00000299767.10,ENST00000548462.5,ENST00000550595.3,ENST00000614327.3,ENST00000679538.1,ENST00000679779.1,ENST00000679861.1,ENST00000680281.1,ENST00000680316.1,ENST00000680370.1,ENST00000680391.1,ENST00000680653.1,ENST00000680663.1,ENST00000680762.2,ENST00000680899.1,ENST00000680989.1,ENST00000681172.1,ENST00000681174.1,ENST00000681698.1,ENST00000681704.1,ENST00000681861.1,ENST00000681910.1,ENST00000681941.1,ENST00000681949.2,ENST00000863861.2,ENST00000863862.2,ENST00000925364.2,ENST00000925365.2,ENST00000987211.1,ENST00001010398.1,ENST00001010402.1,ENST00001010406.1,ENST00001010410.1,ENST00001010416.1,ENST00001074948.1,ENST00001074949.1,ENST00001074950.1,ENST00001074954.1,ENST00001074955.1,ENST00001074957.1,ENST00001074958.1,ENST00001097630.1,ENST00001142529.1	4	multiple_isoforms_differential_probe_coverage
HSPA1A	5	10	5	0	10	ENST00000375651.7,ENST00000383389.2,ENST00000400040.1,ENST00000422919.1,ENST00000430065.1,ENST00000433487.1,ENST00000441618.1,ENST00000449876.1,ENST00000452298.1,ENST00000608703.2	5	ENST00000375651.7,ENST00000400040.1,ENST00000430065.1,ENST00000433487.1,ENST00000441618.1	2	multiple_isoforms_differential_probe_coverage
HSPA1B	5	8	5	0	8	ENST00000375650.5,ENST00000391548.1,ENST00000391555.1,ENST00000417199.4,ENST00000445736.1,ENST00000450744.1,ENST00000458062.3,ENST00000545241.2	3	ENST00000375650.5,ENST00000445736.1,ENST00000450744.1	4	multiple_isoforms_differential_probe_coverage
HSPB1	5	22	5	0	21	ENST00000248553.7,ENST00000429938.2,ENST00000447574.1,ENST00000674547.2,ENST00000674560.1,ENST00000674638.2,ENST00000674650.2,ENST00000674965.1,ENST00000675134.2,ENST00000675226.2,ENST00000675417.1,ENST00000675488.1,ENST00000675538.2,ENST00000675624.1,ENST00000675733.1,ENST00000675906.2,ENST00000676231.3,ENST00000676398.1,ENST00001102934.1,ENST00001102935.1,ENST00001138499.1	6	ENST00000248553.7,ENST00000674547.2,ENST00000675134.2,ENST00000675906.2,ENST00001102935.1,ENST00001138499.1	3	multiple_isoforms_differential_probe_coverage
HTT	5	24	5	0	9	ENST00000355072.11,ENST00000509751.1,ENST00000510626.5,ENST00000680239.1,ENST00000680291.1,ENST00000680360.1,ENST00000680956.2,ENST00000681528.2,ENST00001118545.1	1	ENST00000355072.11	3	multiple_isoforms_differential_probe_coverage
IAPP	5	6	5	0	6	ENST00000240652.8,ENST00000535428.1,ENST00000537593.1,ENST00000539393.6,ENST00000542023.2,ENST00000877981.2	4	ENST00000240652.8,ENST00000539393.6,ENST00000542023.2,ENST00000877981.2	4	multiple_isoforms_differential_probe_coverage
ICAM1	5	11	5	0	9	ENST00000264832.8,ENST00000423829.3,ENST00000588645.1,ENST00000902798.2,ENST00000935832.2,ENST00001008940.1,ENST00001119890.1,ENST00001125128.1,ENST00001136646.1	5	ENST00000264832.8,ENST00001008940.1,ENST00001119890.1,ENST00001125128.1,ENST00001136646.1	3	multiple_isoforms_differential_probe_coverage
ICAM2	5	29	5	0	29	ENST00000412356.6,ENST00000418105.6,ENST00000449662.7,ENST00000578313.5,ENST00000578379.5,ENST00000578892.6,ENST00000579687.6,ENST00000579788.6,ENST00000580011.1,ENST00000580389.1,ENST00000581417.5,ENST00000583186.1,ENST00000583366.5,ENST00000583684.5,ENST00000584084.1,ENST00000584403.5,ENST00000852957.2,ENST00000852958.1,ENST00000965113.2,ENST00000965114.2,ENST00000965115.2,ENST00000965116.2,ENST00000965117.2,ENST00000965118.2,ENST00001029702.1,ENST00001029703.1,ENST00001097236.1,ENST00001128504.1,ENST00001140097.1	18	ENST00000412356.6,ENST00000418105.6,ENST00000449662.7,ENST00000579687.6,ENST00000579788.6,ENST00000581417.5,ENST00000852957.2,ENST00000852958.1,ENST00000965113.2,ENST00000965114.2,ENST00000965115.2,ENST00000965116.2,ENST00000965117.2,ENST00001029702.1,ENST00001029703.1,ENST00001097236.1,ENST00001128504.1,ENST00001140097.1	5	multiple_isoforms_differential_probe_coverage
ICAM3	5	19	5	0	19	ENST00000160262.10,ENST00000585439.1,ENST00000587992.1,ENST00000589249.1,ENST00000589261.5,ENST00000589580.1,ENST00000589900.5,ENST00000590569.1,ENST00000592439.1,ENST00000592945.1,ENST00000706691.1,ENST00000706692.1,ENST00000706693.1,ENST00000912542.1,ENST00000994733.1,ENST00001091592.1,ENST00001091593.1,ENST00001091594.1,ENST00001135139.1	8	ENST00000160262.10,ENST00000587992.1,ENST00000589261.5,ENST00000589900.5,ENST00000994733.1,ENST00001091593.1,ENST00001091594.1,ENST00001135139.1	5	multiple_isoforms_differential_probe_coverage
ICOS	5	4	5	0	4	ENST00000316386.11,ENST00000435193.2,ENST00000897354.2,ENST00001138099.1	2	ENST00000316386.11,ENST00001138099.1	3	multiple_isoforms_differential_probe_coverage
ICOSLG	5	21	5	0	21	ENST00000344330.10,ENST00000400377.4,ENST00000400379.9,ENST00000407780.8,ENST00000643466.3,ENST00000700350.1,ENST00000700351.1,ENST00000700352.2,ENST00000700353.1,ENST00000700354.1,ENST00000700355.2,ENST00000700356.1,ENST00000700357.1,ENST00000700358.1,ENST00000700359.1,ENST00000700360.1,ENST00000700361.2,ENST00000867614.2,ENST00000867615.2,ENST00001016063.1,ENST00001131522.1	3	ENST00000344330.10,ENST00000407780.8,ENST00001131522.1	4	multiple_isoforms_differential_probe_coverage
IDO1	5	10	5	0	10	ENST00000253513.11,ENST00000518237.6,ENST00000518804.5,ENST00000519154.5,ENST00000521480.1,ENST00000521636.1,ENST00000522495.6,ENST00000522840.1,ENST00000523779.1,ENST00001138146.1	4	ENST00000253513.11,ENST00000518237.6,ENST00000522495.6,ENST00001138146.1	4	multiple_isoforms_differential_probe_coverage
IER3	5	14	5	0	14	ENST00000259874.6,ENST00000376377.2,ENST00000383560.4,ENST00000400509.1,ENST00000416336.1,ENST00000416884.2,ENST00000429592.1,ENST00000435856.2,ENST00000436988.1,ENST00000439190.2,ENST00000446599.1,ENST00000450236.2,ENST00000917877.1,ENST00001140823.1	14	ENST00000259874.6,ENST00000376377.2,ENST00000383560.4,ENST00000400509.1,ENST00000416336.1,ENST00000416884.2,ENST00000429592.1,ENST00000435856.2,ENST00000436988.1,ENST00000439190.2,ENST00000446599.1,ENST00000450236.2,ENST00000917877.1,ENST00001140823.1	1	multiple_isoforms_same_probe_coverage
IFI27	5	53	5	0	53	ENST00000555081.5,ENST00000557700.1,ENST00000611954.4,ENST00000612499.1,ENST00000612813.5,ENST00000612838.4,ENST00000613997.4,ENST00000614204.4,ENST00000614288.1,ENST00000614648.1,ENST00000615978.4,ENST00000616764.6,ENST00000618200.4,ENST00000618321.1,ENST00000618863.2,ENST00000620396.5,ENST00000621160.5,ENST00000625437.1,ENST00000626577.1,ENST00000626591.1,ENST00000626715.2,ENST00000627111.2,ENST00000627913.2,ENST00000630123.2,ENST00000630342.1,ENST00000631302.2,ENST00000858888.1,ENST00000858889.2,ENST00000858890.2,ENST00000858891.1,ENST00000858892.2,ENST00000858893.2,ENST00000858894.2,ENST00000858895.2,ENST00000858896.2,ENST00000858897.2,ENST00000858898.2,ENST00000858899.2,ENST00000965111.2,ENST00000965112.2,ENST00000990406.1,ENST00001096814.1,ENST00001096815.1,ENST00001096816.1,ENST00001096817.1,ENST00001096818.1,ENST00001096819.1,ENST00001096820.1,ENST00001096821.1,ENST00001096822.1,ENST00001130117.1,ENST00001130118.1,ENST00001136175.1	28	ENST00000612813.5,ENST00000612838.4,ENST00000613997.4,ENST00000616764.6,ENST00000618321.1,ENST00000620396.5,ENST00000621160.5,ENST00000626715.2,ENST00000627111.2,ENST00000858888.1,ENST00000858889.2,ENST00000858890.2,ENST00000858891.1,ENST00000858894.2,ENST00000858895.2,ENST00000858896.2,ENST00000858897.2,ENST00000858899.2,ENST00000965112.2,ENST00000990406.1,ENST00001096814.1,ENST00001096815.1,ENST00001096816.1,ENST00001096817.1,ENST00001096819.1,ENST00001096821.1,ENST00001096822.1,ENST00001136175.1	4	multiple_isoforms_differential_probe_coverage
IFIH1	5	9	5	0	8	ENST00000421365.2,ENST00000464129.1,ENST00000648433.2,ENST00000649554.1,ENST00000649979.2,ENST00000679938.2,ENST00000697291.1,ENST00001005911.1	4	ENST00000648433.2,ENST00000649979.2,ENST00000697291.1,ENST00001005911.1	3	multiple_isoforms_differential_probe_coverage
IFIT1	5	6	5	0	3	ENST00000371804.4,ENST00000546318.3,ENST00001136716.1	3	ENST00000371804.4,ENST00000546318.3,ENST00001136716.1	1	multiple_isoforms_same_probe_coverage
IFITM1	5	39	5	0	37	ENST00000328221.6,ENST00000408968.4,ENST00000528780.6,ENST00000679353.1,ENST00000679380.2,ENST00000679765.1,ENST00000679982.1,ENST00000680299.1,ENST00000680310.1,ENST00000680342.1,ENST00000680588.1,ENST00000680696.2,ENST00000680699.2,ENST00000680802.1,ENST00000680855.1,ENST00000680870.1,ENST00000680938.2,ENST00000681111.1,ENST00000681180.1,ENST00000681293.1,ENST00000681350.1,ENST00000681426.1,ENST00000681577.1,ENST00000681702.1,ENST00000681761.1,ENST00000681821.1,ENST00000681938.2,ENST00000926401.1,ENST00000926402.2,ENST00000926403.2,ENST00000926404.2,ENST00000963667.2,ENST00001101635.1,ENST00001101636.1,ENST00001101637.1,ENST00001101638.1,ENST00001143694.1	18	ENST00000328221.6,ENST00000408968.4,ENST00000679380.2,ENST00000679765.1,ENST00000680588.1,ENST00000680696.2,ENST00000680938.2,ENST00000681180.1,ENST00000681426.1,ENST00000681577.1,ENST00000681938.2,ENST00000926402.2,ENST00000926403.2,ENST00000926404.2,ENST00000963667.2,ENST00001101637.1,ENST00001101638.1,ENST00001143694.1	3	multiple_isoforms_differential_probe_coverage
IFITM3	5	35	5	0	28	ENST00000399808.5,ENST00000526811.5,ENST00000531688.2,ENST00000602735.3,ENST00000679382.1,ENST00000679433.1,ENST00000679441.1,ENST00000679792.1,ENST00000679793.1,ENST00000680023.1,ENST00000680209.2,ENST00000680622.1,ENST00000680720.1,ENST00000680920.1,ENST00000680932.1,ENST00000681184.1,ENST00000681198.2,ENST00000681304.1,ENST00000681748.1,ENST00000681840.1,ENST00000926220.1,ENST00001026402.1,ENST00001066768.1,ENST00001101499.1,ENST00001101500.1,ENST00001101501.1,ENST00001101502.1,ENST00001137097.1	9	ENST00000399808.5,ENST00000680209.2,ENST00000681198.2,ENST00000926220.1,ENST00001026402.1,ENST00001066768.1,ENST00001101499.1,ENST00001101500.1,ENST00001137097.1	4	multiple_isoforms_differential_probe_coverage
IFNA1	5	1	5	0	1	ENST00000276927.3	1	ENST00000276927.3	1	single_isoform
IFNAR1	5	44	5	0	44	ENST00000270139.8,ENST00000442071.4,ENST00000651609.2,ENST00000652450.2,ENST00000652513.3,ENST00000652601.2,ENST00000652654.3,ENST00000700045.1,ENST00000700046.1,ENST00000700080.1,ENST00000700084.1,ENST00000700085.1,ENST00000700086.1,ENST00000700087.1,ENST00000700099.1,ENST00000700301.1,ENST00000703514.1,ENST00000703515.1,ENST00000703516.1,ENST00000703556.1,ENST00000703557.1,ENST00000703561.2,ENST00000703562.1,ENST00000703563.1,ENST00000703564.1,ENST00000703565.1,ENST00000703776.1,ENST00000703778.1,ENST00000703779.1,ENST00000873009.2,ENST00000873010.2,ENST00000873011.2,ENST00000873012.2,ENST00000970405.2,ENST00000970409.2,ENST00000970411.2,ENST00000974000.1,ENST00001014947.1,ENST00001014949.1,ENST00001108574.1,ENST00001108575.1,ENST00001130531.1,ENST00001130532.1,ENST00001131413.1	15	ENST00000270139.8,ENST00000652450.2,ENST00000700080.1,ENST00000703515.1,ENST00000703556.1,ENST00000703557.1,ENST00000703562.1,ENST00000703563.1,ENST00000703565.1,ENST00000873009.2,ENST00000873010.2,ENST00000873011.2,ENST00000974000.1,ENST00001014947.1,ENST00001131413.1	5	multiple_isoforms_differential_probe_coverage
IFNAR2	5	32	5	0	31	ENST00000342101.8,ENST00000342136.9,ENST00000382238.6,ENST00000382264.8,ENST00000404220.8,ENST00000413881.6,ENST00000420068.1,ENST00000443073.5,ENST00000447980.1,ENST00000682044.1,ENST00000683941.2,ENST00000700427.1,ENST00000700429.1,ENST00000869362.2,ENST00000869363.2,ENST00000869364.2,ENST00000869365.2,ENST00000954794.2,ENST00000980233.1,ENST00001029744.1,ENST00001029745.1,ENST00001029746.1,ENST00001029747.1,ENST00001029749.1,ENST00001029750.1,ENST00001110732.1,ENST00001116608.1,ENST00001116609.1,ENST00001116610.1,ENST00001122035.1,ENST00001131409.1	16	ENST00000342101.8,ENST00000342136.9,ENST00000404220.8,ENST00000413881.6,ENST00000683941.2,ENST00000869362.2,ENST00000869363.2,ENST00000869364.2,ENST00000869365.2,ENST00000954794.2,ENST00001029744.1,ENST00001029745.1,ENST00001029746.1,ENST00001029747.1,ENST00001116608.1,ENST00001131409.1	4	multiple_isoforms_differential_probe_coverage
IFNB1	5	1	5	0	1	ENST00000380232.4	1	ENST00000380232.4	1	single_isoform
IFNG	5	2	5	0	2	ENST00000229135.4,ENST00001142831.1	2	ENST00000229135.4,ENST00001142831.1	1	multiple_isoforms_same_probe_coverage
IFNGR1	5	28	5	0	28	ENST00000367739.9,ENST00000414770.7,ENST00000458076.6,ENST00000478333.1,ENST00000642390.2,ENST00000643119.1,ENST00000644894.2,ENST00000645045.2,ENST00000645753.2,ENST00000646036.2,ENST00000646898.2,ENST00000647124.2,ENST00000696693.2,ENST00000696694.2,ENST00000696695.2,ENST00000696696.1,ENST00000696697.1,ENST00000696698.1,ENST00000696699.1,ENST00000911309.2,ENST00000957752.2,ENST00000957753.2,ENST00000957754.2,ENST00001051727.1,ENST00001051728.1,ENST00001051731.1,ENST00001110581.1,ENST00001136703.1	23	ENST00000367739.9,ENST00000414770.7,ENST00000458076.6,ENST00000642390.2,ENST00000643119.1,ENST00000644894.2,ENST00000645045.2,ENST00000645753.2,ENST00000646036.2,ENST00000646898.2,ENST00000647124.2,ENST00000696693.2,ENST00000696694.2,ENST00000696695.2,ENST00000696696.1,ENST00000911309.2,ENST00000957752.2,ENST00000957753.2,ENST00000957754.2,ENST00001051727.1,ENST00001051728.1,ENST00001051731.1,ENST00001136703.1	4	multiple_isoforms_differential_probe_coverage
